sourcemonth,srcm_month,open_year,segment,hori,horitext,rmsincns,rmsfnlpl,rmsplnnn,rmstotal,open,close,adds,drop,cin,cout,netchg
2017-09-01,Sep,2017-01-01,upmus,0,Current year,19970,0,0,19970,39036,2603,1024,736,14197,22530,28388
2017-09-01,Sep,2017-01-01,midus,0,Current year,3391,0,0,3391,5722,3763,316,962,21938,15666,7585
2017-09-01,Sep,2017-01-01,ecous,0,Current year,2011,0,0,2011,4218,4307,1018,2843,30812,32175,-3277
2017-09-01,Sep,2017-01-01,indus,0,Current year,8021,0,0,8021,9699,7528,3285,2704,42345,43956,1141
2017-09-01,Sep,2017-01-01,totus,0,Current year,58300,0,0,58300,107093,21302,7827,9022,136378,136378,84596
2017-09-01,Sep,2018-01-01,luxus,1,Yr1 (Next year),4362,555,0,4917,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2018-01-01,upuus,1,Yr1 (Next year),15018,3379,560,18957,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2018-01-01,upsus,1,Yr1 (Next year),34119,4906,2873,41898,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2018-01-01,upmus,1,Yr1 (Next year),39799,11697,4829,56325,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2018-01-01,midus,1,Yr1 (Next year),6162,13324,297,19783,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2018-01-01,ecous,1,Yr1 (Next year),560,357,1660,2577,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2018-01-01,indus,1,Yr1 (Next year),7272,4417,2807,14496,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2018-01-01,totus,1,Yr1 (Next year),107292,38635,13026,158953,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2019-01-01,luxus,2,Yr2 (Year after next),2314,1692,1254,5260,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2019-01-01,upuus,2,Yr2 (Year after next),3643,12207,2615,18465,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2019-01-01,upsus,2,Yr2 (Year after next),6696,57215,13544,77455,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2019-01-01,upmus,2,Yr2 (Year after next),3880,67158,21940,92978,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2019-01-01,midus,2,Yr2 (Year after next),174,17029,10084,27287,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2019-01-01,ecous,2,Yr2 (Year after next),0,122,1081,1203,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2019-01-01,indus,2,Yr2 (Year after next),1362,3415,1824,6601,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2019-01-01,totus,2,Yr2 (Year after next),18069,158838,52342,229249,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2020-01-01,luxus,3,Yr3 and later,300,1513,620,2433,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2020-01-01,upuus,3,Yr3 and later,561,4869,3839,9269,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2020-01-01,upsus,3,Yr3 and later,317,6286,13010,19613,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2020-01-01,upmus,3,Yr3 and later,90,2994,18201,21285,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2020-01-01,midus,3,Yr3 and later,50,645,6400,7095,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2020-01-01,ecous,3,Yr3 and later,0,0,567,567,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2020-01-01,indus,3,Yr3 and later,3500,125,6690,10315,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Sep,2020-01-01,totus,3,Yr3 and later,4818,16432,49327,70577,NA,NA,NA,NA,NA,NA,NA
2013-11-01,Nov,2013-01-01,luxus,0,Current year,0,0,0,0,1198,277,103,140,2674,2047,1511
2013-11-01,Nov,2013-01-01,upuus,0,Current year,307,0,0,307,4607,402,978,1312,14334,12194,6011
2013-11-01,Nov,2013-01-01,upsus,0,Current year,1429,0,0,1429,16972,1034,488,1718,20851,10701,24858
2013-11-01,Nov,2013-01-01,upmus,0,Current year,1666,0,0,1666,19839,1095,795,972,21700,37457,2810
2013-11-01,Nov,2013-01-01,midus,0,Current year,764,0,0,764,3431,1830,516,1561,23149,25631,-1926
2013-11-01,Nov,2013-01-01,ecous,0,Current year,320,0,0,320,2970,5261,1442,3274,60510,54321,2066
2013-11-01,Nov,2013-01-01,indus,0,Current year,717,0,0,717,8307,16e3,2795,5119,63476,64343,-10884
2013-11-01,Nov,2013-01-01,totus,0,Current year,5203,0,0,5203,57324,25899,7117,14096,206694,206694,24446
2013-11-01,Nov,2014-01-01,luxus,1,Yr1 (Next year),2980,0,0,2980,1106,0,274,105,4073,2390,2958
2013-11-01,Nov,2014-01-01,upuus,1,Yr1 (Next year),6512,247,0,6759,4150,638,550,455,8816,7311,5112
2013-11-01,Nov,2014-01-01,upsus,1,Yr1 (Next year),25366,603,317,26286,19936,783,580,739,11371,9266,21099
2013-11-01,Nov,2014-01-01,upmus,1,Yr1 (Next year),24374,2226,1368,27968,23563,2041,917,1187,24381,35618,10015
2013-11-01,Nov,2014-01-01,midus,1,Yr1 (Next year),3367,2439,760,6566,4273,3131,591,1434,26612,30681,-3770
2013-11-01,Nov,2014-01-01,ecous,1,Yr1 (Next year),947,60,249,1256,3780,4853,1337,3303,45648,43992,-1383
2013-11-01,Nov,2014-01-01,indus,1,Yr1 (Next year),7861,1045,1184,10090,7173,20341,5651,4538,67075,58718,-3698
2013-11-01,Nov,2014-01-01,totus,1,Yr1 (Next year),71407,6620,3878,81905,63981,31787,9900,11761,187976,187976,30333
2013-11-01,Nov,2015-01-01,luxus,2,Yr2 (Year after next),1412,57,190,1659,2225,0,261,377,3098,3899,1308
2013-11-01,Nov,2015-01-01,upuus,2,Yr2 (Year after next),1640,4615,1049,7304,7882,221,478,254,14012,9733,12164
2013-11-01,Nov,2015-01-01,upsus,2,Yr2 (Year after next),4257,33276,6170,43703,26980,536,635,884,11894,11947,26142
2013-11-01,Nov,2015-01-01,upmus,2,Yr2 (Year after next),2219,33877,17045,53141,29135,1485,769,1114,18702,33153,12854
2013-11-01,Nov,2015-01-01,midus,2,Yr2 (Year after next),90,8882,2852,11824,6611,2538,620,1416,27398,26310,4365
2013-11-01,Nov,2015-01-01,ecous,2,Yr2 (Year after next),80,285,504,869,4118,4078,636,2950,43566,42674,-1382
2013-11-01,Nov,2015-01-01,indus,2,Yr2 (Year after next),3490,8913,4537,16940,9813,15334,3209,3979,63593,54547,2755
2013-11-01,Nov,2015-01-01,totus,2,Yr2 (Year after next),13188,89905,32347,135440,86764,24192,6608,10974,182263,182263,58206
2013-11-01,Nov,2016-01-01,luxus,3,Yr3 and later,185,1306,0,1491,3999,9,331,272,2283,2221,4111
2013-11-01,Nov,2016-01-01,upuus,3,Yr3 and later,0,2399,2900,5299,8576,248,601,1139,11679,8004,11465
2013-11-01,Nov,2016-01-01,upsus,3,Yr3 and later,559,7180,8073,15812,31523,298,636,809,16687,7064,40675
2013-11-01,Nov,2016-01-01,upmus,3,Yr3 and later,87,2509,5255,7851,39904,1750,774,590,14921,29210,24049
2013-11-01,Nov,2016-01-01,midus,3,Yr3 and later,0,0,145,145,4661,2555,407,1024,25420,23268,3641
2013-11-01,Nov,2016-01-01,ecous,3,Yr3 and later,0,0,0,0,5001,4420,1047,2882,54076,51842,980
2013-11-01,Nov,2016-01-01,indus,3,Yr3 and later,900,6485,2838,10223,8418,11856,3413,4044,50352,53809,-7526
2013-11-01,Nov,2016-01-01,totus,3,Yr3 and later,1731,19879,19211,40821,102082,21136,7209,10760,175418,175418,77395
2014-11-01,Nov,2014-01-01,luxus,0,Current year,0,0,0,0,1106,0,274,105,4073,2390,2958
2014-11-01,Nov,2014-01-01,upuus,0,Current year,566,0,0,566,4150,638,550,455,8816,7311,5112
2014-11-01,Nov,2014-01-01,upsus,0,Current year,3753,0,0,3753,19936,783,580,739,11371,9266,21099
2014-11-01,Nov,2014-01-01,upmus,0,Current year,4239,0,0,4239,23563,2041,917,1187,24381,35618,10015
2014-11-01,Nov,2014-01-01,midus,0,Current year,518,0,0,518,4273,3131,591,1434,26612,30681,-3770
2014-11-01,Nov,2014-01-01,ecous,0,Current year,209,0,0,209,3780,4853,1337,3303,45648,43992,-1383
2014-11-01,Nov,2014-01-01,indus,0,Current year,2442,0,0,2442,7173,20341,5651,4538,67075,58718,-3698
2014-11-01,Nov,2014-01-01,totus,0,Current year,11727,0,0,11727,63981,31787,9900,11761,187976,187976,30333
2014-11-01,Nov,2015-01-01,luxus,1,Yr1 (Next year),2569,0,0,2569,2225,0,261,377,3098,3899,1308
2014-11-01,Nov,2015-01-01,upuus,1,Yr1 (Next year),7804,688,0,8492,7882,221,478,254,14012,9733,12164
2014-11-01,Nov,2015-01-01,upsus,1,Yr1 (Next year),34085,6287,389,40761,26980,536,635,884,11894,11947,26142
2014-11-01,Nov,2015-01-01,upmus,1,Yr1 (Next year),28668,15021,425,44114,29135,1485,769,1114,18702,33153,12854
2014-11-01,Nov,2015-01-01,midus,1,Yr1 (Next year),5045,7113,153,12311,6611,2538,620,1416,27398,26310,4365
2014-11-01,Nov,2015-01-01,ecous,1,Yr1 (Next year),446,944,50,1440,4118,4078,636,2950,43566,42674,-1382
2014-11-01,Nov,2015-01-01,indus,1,Yr1 (Next year),10657,3477,1593,15727,9813,15334,3209,3979,63593,54547,2755
2014-11-01,Nov,2015-01-01,totus,1,Yr1 (Next year),89274,33530,2610,125414,86764,24192,6608,10974,182263,182263,58206
2014-11-01,Nov,2016-01-01,luxus,2,Yr2 (Year after next),751,1773,900,3424,3999,9,331,272,2283,2221,4111
2014-11-01,Nov,2016-01-01,upuus,2,Yr2 (Year after next),3476,4591,1237,9304,8576,248,601,1139,11679,8004,11465
2014-11-01,Nov,2016-01-01,upsus,2,Yr2 (Year after next),6482,23688,16018,46188,31523,298,636,809,16687,7064,40675
2014-11-01,Nov,2016-01-01,upmus,2,Yr2 (Year after next),1103,22124,31093,54320,39904,1750,774,590,14921,29210,24049
2014-11-01,Nov,2016-01-01,midus,2,Yr2 (Year after next),90,3376,4924,8390,4661,2555,407,1024,25420,23268,3641
2014-11-01,Nov,2016-01-01,ecous,2,Yr2 (Year after next),0,0,394,394,5001,4420,1047,2882,54076,51842,980
2014-11-01,Nov,2016-01-01,indus,2,Yr2 (Year after next),3054,10317,4632,18003,8418,11856,3413,4044,50352,53809,-7526
2014-11-01,Nov,2016-01-01,totus,2,Yr2 (Year after next),14956,65869,59198,140023,102082,21136,7209,10760,175418,175418,77395
2014-11-01,Nov,2017-01-01,luxus,3,Yr3 and later,222,1435,1990,3647,2952,1297,254,107,1849,1838,1813
2014-11-01,Nov,2017-01-01,upuus,3,Yr3 and later,496,4113,6138,10747,11264,736,1280,1280,10464,9026,11966
2014-11-01,Nov,2017-01-01,upsus,3,Yr3 and later,428,2462,17671,20561,34202,1068,650,390,14773,11187,36980
2014-11-01,Nov,2017-01-01,upmus,3,Yr3 and later,53,1510,16244,17807,39036,2603,1024,736,14197,22530,28388
2014-11-01,Nov,2017-01-01,midus,3,Yr3 and later,0,80,2664,2744,5722,3763,316,962,21938,15666,7585
2014-11-01,Nov,2017-01-01,ecous,3,Yr3 and later,0,0,147,147,4218,4307,1018,2843,30812,32175,-3277
2014-11-01,Nov,2017-01-01,indus,3,Yr3 and later,0,3075,2667,5742,9699,7528,3285,2704,42345,43956,1141
2014-11-01,Nov,2017-01-01,totus,3,Yr3 and later,1199,12675,47521,61395,107093,21302,7827,9022,136378,136378,84596
2015-11-01,Nov,2015-01-01,luxus,0,Current year,140,0,0,140,2225,0,261,377,3098,3899,1308
2015-11-01,Nov,2015-01-01,upuus,0,Current year,753,0,0,753,7882,221,478,254,14012,9733,12164
2015-11-01,Nov,2015-01-01,upsus,0,Current year,4423,0,0,4423,26980,536,635,884,11894,11947,26142
2015-11-01,Nov,2015-01-01,upmus,0,Current year,4311,0,0,4311,29135,1485,769,1114,18702,33153,12854
2015-11-01,Nov,2015-01-01,midus,0,Current year,947,0,0,947,6611,2538,620,1416,27398,26310,4365
2015-11-01,Nov,2015-01-01,ecous,0,Current year,632,0,0,632,4118,4078,636,2950,43566,42674,-1382
2015-11-01,Nov,2015-01-01,indus,0,Current year,2455,0,0,2455,9813,15334,3209,3979,63593,54547,2755
2015-11-01,Nov,2015-01-01,totus,0,Current year,13661,0,0,13661,86764,24192,6608,10974,182263,182263,58206
2015-11-01,Nov,2016-01-01,luxus,1,Yr1 (Next year),3033,435,0,3468,3999,9,331,272,2283,2221,4111
2015-11-01,Nov,2016-01-01,upuus,1,Yr1 (Next year),7056,1779,0,8835,8576,248,601,1139,11679,8004,11465
2015-11-01,Nov,2016-01-01,upsus,1,Yr1 (Next year),38942,4132,76,43150,31523,298,636,809,16687,7064,40675
2015-11-01,Nov,2016-01-01,upmus,1,Yr1 (Next year),39674,13991,60,53725,39904,1750,774,590,14921,29210,24049
2015-11-01,Nov,2016-01-01,midus,1,Yr1 (Next year),4153,7678,305,12136,4661,2555,407,1024,25420,23268,3641
2015-11-01,Nov,2016-01-01,ecous,1,Yr1 (Next year),1205,334,324,1863,5001,4420,1047,2882,54076,51842,980
2015-11-01,Nov,2016-01-01,indus,1,Yr1 (Next year),9167,4943,958,15068,8418,11856,3413,4044,50352,53809,-7526
2015-11-01,Nov,2016-01-01,totus,1,Yr1 (Next year),103230,33292,1723,138245,102082,21136,7209,10760,175418,175418,77395
2015-11-01,Nov,2017-01-01,luxus,2,Yr2 (Year after next),2887,753,180,3820,2952,1297,254,107,1849,1838,1813
2015-11-01,Nov,2017-01-01,upuus,2,Yr2 (Year after next),3742,8647,2569,14958,11264,736,1280,1280,10464,9026,11966
2015-11-01,Nov,2017-01-01,upsus,2,Yr2 (Year after next),5323,42636,14278,62237,34202,1068,650,390,14773,11187,36980
2015-11-01,Nov,2017-01-01,upmus,2,Yr2 (Year after next),3499,43135,22786,69420,39036,2603,1024,736,14197,22530,28388
2015-11-01,Nov,2017-01-01,midus,2,Yr2 (Year after next),240,1182,11144,12566,5722,3763,316,962,21938,15666,7585
2015-11-01,Nov,2017-01-01,ecous,2,Yr2 (Year after next),0,541,984,1525,4218,4307,1018,2843,30812,32175,-3277
2015-11-01,Nov,2017-01-01,indus,2,Yr2 (Year after next),2243,8335,5632,16210,9699,7528,3285,2704,42345,43956,1141
2015-11-01,Nov,2017-01-01,totus,2,Yr2 (Year after next),17934,105229,57573,180736,107093,21302,7827,9022,136378,136378,84596
2015-11-01,Nov,2018-01-01,luxus,3,Yr3 and later,876,1132,1527,3535,NA,NA,NA,NA,NA,NA,NA
2015-11-01,Nov,2018-01-01,upuus,3,Yr3 and later,288,3870,3417,7575,NA,NA,NA,NA,NA,NA,NA
2015-11-01,Nov,2018-01-01,upsus,3,Yr3 and later,872,9162,9693,19727,NA,NA,NA,NA,NA,NA,NA
2015-11-01,Nov,2018-01-01,upmus,3,Yr3 and later,75,7406,11549,19030,NA,NA,NA,NA,NA,NA,NA
2015-11-01,Nov,2018-01-01,midus,3,Yr3 and later,112,0,2157,2269,NA,NA,NA,NA,NA,NA,NA
2015-11-01,Nov,2018-01-01,ecous,3,Yr3 and later,0,0,343,343,NA,NA,NA,NA,NA,NA,NA
2015-11-01,Nov,2018-01-01,indus,3,Yr3 and later,4289,2032,3022,9343,NA,NA,NA,NA,NA,NA,NA
2015-11-01,Nov,2018-01-01,totus,3,Yr3 and later,6512,23602,31708,61822,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2016-01-01,luxus,0,Current year,281,0,0,281,3999,9,331,272,2283,2221,4111
2016-11-01,Nov,2016-01-01,upuus,0,Current year,1586,0,0,1586,8576,248,601,1139,11679,8004,11465
2016-11-01,Nov,2016-01-01,upsus,0,Current year,4430,0,0,4430,31523,298,636,809,16687,7064,40675
2016-11-01,Nov,2016-01-01,upmus,0,Current year,4082,0,0,4082,39904,1750,774,590,14921,29210,24049
2016-11-01,Nov,2016-01-01,midus,0,Current year,1571,0,0,1571,4661,2555,407,1024,25420,23268,3641
2016-11-01,Nov,2016-01-01,ecous,0,Current year,247,0,0,247,5001,4420,1047,2882,54076,51842,980
2016-11-01,Nov,2016-01-01,indus,0,Current year,2400,0,0,2400,8418,11856,3413,4044,50352,53809,-7526
2016-11-01,Nov,2016-01-01,totus,0,Current year,14597,0,0,14597,102082,21136,7209,10760,175418,175418,77395
2016-11-01,Nov,2017-01-01,luxus,1,Yr1 (Next year),3674,355,180,4209,2952,1297,254,107,1849,1838,1813
2016-11-01,Nov,2017-01-01,upuus,1,Yr1 (Next year),13371,768,345,14484,11264,736,1280,1280,10464,9026,11966
2016-11-01,Nov,2017-01-01,upsus,1,Yr1 (Next year),45580,3809,1148,50537,34202,1068,650,390,14773,11187,36980
2016-11-01,Nov,2017-01-01,upmus,1,Yr1 (Next year),48922,7661,2613,59196,39036,2603,1024,736,14197,22530,28388
2016-11-01,Nov,2017-01-01,midus,1,Yr1 (Next year),6074,8199,1628,15901,5722,3763,316,962,21938,15666,7585
2016-11-01,Nov,2017-01-01,ecous,1,Yr1 (Next year),2386,1219,319,3924,4218,4307,1018,2843,30812,32175,-3277
2016-11-01,Nov,2017-01-01,indus,1,Yr1 (Next year),15498,2414,1328,19240,9699,7528,3285,2704,42345,43956,1141
2016-11-01,Nov,2017-01-01,totus,1,Yr1 (Next year),135505,24425,7561,167491,107093,21302,7827,9022,136378,136378,84596
2016-11-01,Nov,2018-01-01,luxus,2,Yr2 (Year after next),1952,643,1031,3626,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2018-01-01,upuus,2,Yr2 (Year after next),7822,9702,1635,19159,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2018-01-01,upsus,2,Yr2 (Year after next),9426,47998,14561,71985,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2018-01-01,upmus,2,Yr2 (Year after next),5164,61293,30659,97116,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2018-01-01,midus,2,Yr2 (Year after next),77,8320,13878,22275,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2018-01-01,ecous,2,Yr2 (Year after next),0,85,1219,1304,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2018-01-01,indus,2,Yr2 (Year after next),4889,8985,6586,20460,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2018-01-01,totus,2,Yr2 (Year after next),29330,137026,69569,235925,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2019-01-01,luxus,3,Yr3 and later,1398,1769,686,3853,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2019-01-01,upuus,3,Yr3 and later,915,6699,3279,10893,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2019-01-01,upsus,3,Yr3 and later,982,11589,11733,24304,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2019-01-01,upmus,3,Yr3 and later,202,4138,13363,17703,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2019-01-01,midus,3,Yr3 and later,0,0,6125,6125,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2019-01-01,ecous,3,Yr3 and later,0,0,270,270,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2019-01-01,indus,3,Yr3 and later,0,1395,5738,7133,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Nov,2019-01-01,totus,3,Yr3 and later,3497,25590,41194,70281,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2017-01-01,luxus,0,Current year,1326,0,0,1326,2952,1297,254,107,1849,1838,1813
2017-11-01,Nov,2017-01-01,upuus,0,Current year,1938,0,0,1938,11264,736,1280,1280,10464,9026,11966
2017-11-01,Nov,2017-01-01,upsus,0,Current year,5240,0,0,5240,34202,1068,650,390,14773,11187,36980
2017-11-01,Nov,2017-01-01,upmus,0,Current year,4287,0,0,4287,39036,2603,1024,736,14197,22530,28388
2017-11-01,Nov,2017-01-01,midus,0,Current year,1584,0,0,1584,5722,3763,316,962,21938,15666,7585
2017-11-01,Nov,2017-01-01,ecous,0,Current year,513,0,0,513,4218,4307,1018,2843,30812,32175,-3277
2017-11-01,Nov,2017-01-01,indus,0,Current year,2899,0,0,2899,9699,7528,3285,2704,42345,43956,1141
2017-11-01,Nov,2017-01-01,totus,0,Current year,17787,0,0,17787,107093,21302,7827,9022,136378,136378,84596
2017-11-01,Nov,2018-01-01,luxus,1,Yr1 (Next year),4234,335,0,4569,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2018-01-01,upuus,1,Yr1 (Next year),16050,1698,300,18048,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2018-01-01,upsus,1,Yr1 (Next year),42809,1456,510,44775,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2018-01-01,upmus,1,Yr1 (Next year),50955,3210,589,54754,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2018-01-01,midus,1,Yr1 (Next year),9025,7303,0,16328,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2018-01-01,ecous,1,Yr1 (Next year),965,895,186,2046,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2018-01-01,indus,1,Yr1 (Next year),10785,3353,2708,16846,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2018-01-01,totus,1,Yr1 (Next year),134823,18250,4293,157366,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2019-01-01,luxus,2,Yr2 (Year after next),3003,1442,1160,5605,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2019-01-01,upuus,2,Yr2 (Year after next),4467,11265,2193,17925,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2019-01-01,upsus,2,Yr2 (Year after next),8871,59182,11019,79072,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2019-01-01,upmus,2,Yr2 (Year after next),8420,71054,17177,96651,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2019-01-01,midus,2,Yr2 (Year after next),552,20564,9418,30534,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2019-01-01,ecous,2,Yr2 (Year after next),0,209,2346,2555,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2019-01-01,indus,2,Yr2 (Year after next),1362,3864,2347,7573,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2019-01-01,totus,2,Yr2 (Year after next),26675,167580,45660,239915,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2020-01-01,luxus,3,Yr3 and later,300,1423,703,2426,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2020-01-01,upuus,3,Yr3 and later,874,5877,6863,13614,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2020-01-01,upsus,3,Yr3 and later,0,10888,17098,27986,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2020-01-01,upmus,3,Yr3 and later,90,9581,24993,34664,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2020-01-01,midus,3,Yr3 and later,50,1188,8956,10194,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2020-01-01,ecous,3,Yr3 and later,0,0,507,507,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2020-01-01,indus,3,Yr3 and later,3500,125,7185,10810,NA,NA,NA,NA,NA,NA,NA
2017-11-01,Nov,2020-01-01,totus,3,Yr3 and later,4814,29082,66305,100201,NA,NA,NA,NA,NA,NA,NA
